symbol,name,reportDate,fiscalDateEnding,estimate,currency
SYK,Stryker Corp,2022-01-25,2021-12-31,2.73,USD
SYKE,SYKE,2022-02-21,2021-12-31,,USD
SYNA,Synaptics Inc,2022-02-02,2021-12-31,3.05,USD
SYNH,Syneos Health Inc - Class A,2022-02-16,2021-12-31,1.44,USD
SYY,Sysco Corp,2022-01-31,2021-12-31,0.71,USD
SYZLF,SYZLF,2021-12-15,2021-09-30,,USD
SYZLF,SYZLF,2022-02-09,2021-12-31,,USD
T,AT&T Inc,2022-01-26,2021-12-31,0.76,USD
TA,TravelCenters of America Inc,2022-02-23,2021-12-31,0.41,USD
TAIMF,TAIMF,2022-01-27,2021-11-30,,USD
TAL,TAL Education Group,2021-11-29,2021-08-31,,USD
TAL,TAL Education Group,2022-01-19,2021-11-30,,USD
TAOIF,TAOIF,2022-02-14,2021-12-31,,CAD
TAP,Molson Coors Beverage Company - Class B,2022-02-09,2021-12-31,0.85,USD
TAPM,TAPM,2022-02-09,2021-12-31,,USD
TARO,Taro Pharmaceutical Industries,2022-01-25,2021-12-31,1.04,USD
TAST,Carrols Restaurant Group Inc,2022-02-22,2021-12-31,-0.31,USD
TBBK,Bancorp Inc (The),2022-01-26,2021-12-31,0.44,USD
TBI,TrueBlue Inc,2022-02-01,2021-12-31,0.43,USD
TBIO,Translate Bio Inc,2022-02-23,2021-12-31,,USD
TBK,Triumph Bancorp Inc,2022-01-19,2021-12-31,1.03,USD
TBNK,Territorial Bancorp Inc,2022-01-26,2021-12-31,0.42,USD
TBPH,Theravance Biopharma Inc,2022-02-21,2021-12-31,-0.39,USD
TC,TuanChe Ltd,2021-12-16,2021-09-30,-0.15,CNY
TCBI,Texas Capital Bancshares Inc,2022-01-19,2021-12-31,0.92,USD
TCBK,Trico Bancshares,2022-01-25,2021-12-31,0.86,USD
TCDA,Tricida Inc,2022-02-23,2021-12-31,-0.68,USD
TCF,TCF,2022-01-20,2021-12-31,,USD
TCFC,Community Financial Corp,2022-02-03,2021-12-31,1.06,USD
TCLAF,TCLAF,2021-12-09,2021-10-31,0.58,CAD
TCLAF,TCLAF,2022-02-23,2022-01-31,,CAD
TCMD,Tactile Systems Technology Inc,2022-02-21,2021-12-31,0.05,USD
TCOM,Trip.com Group Ltd,2021-11-29,2021-09-30,0.01,CNY
TCON,TRACON Pharmaceuticals Inc,2022-02-23,2021-12-31,-0.34,USD
TCPC,BlackRock TCP Capital Corp,2022-02-23,2021-12-31,0.32,USD
TCS,Container Store Group Inc,2022-01-31,2021-12-31,0.2,USD
TCX,Tucows Inc - Class A,2022-02-07,2021-12-31,,USD
TCYSF,TCYSF,2021-12-01,2021-10-31,,USD
TCYSF,TCYSF,2022-02-22,2022-01-31,,USD
TD,Toronto Dominion Bank,2021-12-02,2021-10-31,1.54,USD
TD,Toronto Dominion Bank,2022-02-23,2022-01-31,,USD
TDC,Teradata Corp,2022-02-02,2021-12-31,0.27,USD
TDG,Transdigm Group Incorporated,2022-02-07,2021-12-31,3.11,USD
TDOC,Teladoc Health Inc,2022-02-22,2021-12-31,-0.56,USD
TDS,Telephone And Data Systems Inc,2022-02-16,2021-12-31,0.03,USD
TDY,Teledyne Technologies Inc,2022-01-25,2021-12-31,4.21,USD
TEAM,Atlassian Corporation Plc - Class A,2022-01-26,2021-12-31,0.39,USD
TECH,Bio-Techne Corp,2022-01-31,2021-12-31,1.79,USD
TECK,Teck Resources Ltd - Class B,2022-02-24,2021-12-31,2.28,USD
TEFOF,TEFOF,2022-02-24,2021-12-31,,EUR
TEL,TE Connectivity Ltd,2022-01-25,2021-12-31,1.61,USD
TELL,Tellurian Inc,2022-02-22,2021-12-31,-0.04,USD
TEN,Tenneco Inc - Class A,2022-02-22,2021-12-31,0.17,USD
TENB,Tenable Holdings Inc,2022-01-31,2021-12-31,0.02,USD
TER,Teradyne Inc,2022-01-25,2021-12-31,1.29,USD
TESS,Tessco Technologies Inc,2022-01-31,2021-12-31,-0.13,USD
TEX,Terex Corp,2022-02-09,2021-12-31,0.56,USD
TFC,Truist Financial Corporation,2022-01-18,2021-12-31,1.25,USD
TFII,TFI International Inc,2022-02-07,2021-12-31,1.19,USD
TFSL,TFS Financial Corporation,2022-01-26,2021-12-31,0.05,USD
TFX,Teleflex Incorporated,2022-02-23,2021-12-31,3.54,USD
TGAFF,TGAFF,2022-02-24,2021-12-31,,CAD
TGB,Taseko Mines Ltd,2022-02-22,2021-12-31,0.09,USD
TGH,Textainer Group Holdings Ltd,2022-02-15,2021-12-31,1.41,USD
TGI,Triumph Group Inc,2022-02-01,2021-12-31,0.21,USD
TGIFF,TGIFF,2021-11-29,2021-10-31,,CAD
TGP,Teekay LNG Partners LP,2022-02-23,2021-12-31,0.66,USD
THBRF,THBRF,2022-02-22,2021-12-31,,USD
THC,Tenet Healthcare Corp,2022-02-07,2021-12-31,1.45,USD
THFF,First Financial Corp - Indiana,2022-01-31,2021-12-31,1.1,USD
THG,Hanover Insurance Group Inc,2022-02-01,2021-12-31,2.48,USD
THO,Thor Industries Inc,2021-12-08,2021-10-31,3.25,USD
THR,Thermon Group Holdings Inc,2022-02-02,2021-12-31,0.34,USD
THS,Treehouse Foods Inc,2022-02-09,2021-12-31,0.1,USD
THTX,Theratechnologies Inc,2022-02-23,2021-11-30,-0.07,USD
TIGO,Millicom International Cellular S.A.,2022-02-09,2021-12-31,0.42,USD
TIGR,UP Fintech Holding Ltd,2021-11-30,2021-09-30,0.12,USD
TIKK,TIKK,2022-02-14,2021-12-31,,USD
TIXT,TELUS International Inc,2022-02-21,2021-12-31,0.3,USD
TJX,TJX Companies Inc,2022-02-22,2021-11-30,0.91,USD
TK,Teekay Corp,2022-02-23,2021-12-31,,USD
TKR,Timken Company,2022-02-02,2021-12-31,0.92,USD
TLGT,TLGT,2021-12-29,2021-09-30,-0.11,USD
TLGTQ,TLGTQ,2021-12-29,2021-09-30,,USD
TLND,TLND,2022-02-08,2021-12-31,,USD
TLTFF,TLTFF,2021-11-29,2021-09-30,,USD
TLYS,Tillys Inc - Class A,2021-12-02,2021-11-30,0.33,USD
TMDI,Titan Medical Inc,2022-02-21,2021-12-31,,USD
TMHC,Taylor Morrison Home Corp,2022-02-08,2021-12-31,2.07,USD
TMO,Thermo Fisher Scientific Inc,2022-01-31,2021-12-31,4.85,USD
TMP,Tompkins Financial Corp,2022-01-27,2021-12-31,1.51,USD
TMQ,Trilogy Metals Inc,2022-02-10,2021-11-30,,USD
TMST,TimkenSteel Corp,2022-02-23,2021-12-31,0.6,USD
TMTNF,TMTNF,2022-02-08,2021-12-31,0.95,CAD
TMUS,T-Mobile US Inc,2022-02-02,2021-12-31,0.22,USD
TMX,Terminix Global Holdings Inc,2022-02-23,2021-12-31,0.22,USD
TMXXF,TMXXF,2022-02-07,2021-12-31,,USD
TNC,Tennant Company,2022-02-23,2021-12-31,0.62,USD
TNDM,Tandem Diabetes Care Inc,2022-02-22,2021-12-31,0.21,USD
TNET,TriNet Group Inc,2022-02-14,2021-12-31,0.54,USD
TNK,Teekay Tankers Ltd - Class A,2022-02-23,2021-12-31,-0.74,USD
TNL,Travel+Leisure Company,2022-02-22,2021-12-31,0.96,USD
TOL,Toll Brothers Inc,2021-12-07,2021-10-31,2.49,USD
TOL,Toll Brothers Inc,2022-02-21,2022-01-31,,USD
TOLWF,TOLWF,2022-02-21,2021-12-31,,USD
TONPF,TONPF,2022-02-10,2021-12-31,,USD
TORXF,TORXF,2022-02-22,2021-12-31,,USD
TOWN,Townebank Portsmouth VA,2022-01-26,2021-12-31,0.61,USD
TPB,Turning Point Brands Inc,2022-02-08,2021-12-31,0.48,USD
TPC,Tutor Perini Corp,2022-02-22,2021-12-31,0.51,USD
TPCFF,TPCFF,2022-01-18,2021-11-30,,USD
TPH,Tri Pointe Homes Inc,2022-02-16,2021-12-31,1.23,USD
TPIC,TPI Composites Inc,2022-02-23,2021-12-31,-1.46,USD
TPL,Texas Pacific Land Corporation,2022-02-23,2021-12-31,10.31,USD
TPPRF,TPPRF,2021-12-29,2021-10-31,,USD
TPR,Tapestry Inc,2022-02-10,2021-12-31,1.17,USD
TPX,Tempur Sealy International Inc,2022-02-09,2021-12-31,0.96,USD
TR,Tootsie Roll Industries Inc,2022-02-14,2021-12-31,,USD
TRAGF,TRAGF,2022-02-15,2021-12-31,,USD
TREE,LendingTree Inc,2022-02-23,2021-12-31,-0.21,USD
TREVF,TREVF,2022-02-23,2021-12-31,,USD
TREX,TREX Co. Inc,2022-02-21,2021-12-31,0.53,USD
TRGP,Targa Resources Corp,2022-02-16,2021-12-31,0.67,USD
TRHC,Tabula Rasa HealthCare Inc,2022-02-21,2021-12-31,-0.08,USD
TRI,Thomson-Reuters Corp,2022-02-21,2021-12-31,0.45,USD
TRIB,Trinity Biotech Plc,2021-11-29,2021-09-30,,USD
TRIP,TripAdvisor Inc,2022-02-16,2021-12-31,0.1,USD
TRMB,Trimble Inc,2022-02-08,2021-12-31,0.63,USD
TRMK,Trustmark Corp,2022-01-24,2021-12-31,0.49,USD
TRMT,TRMT,2022-02-17,2021-12-31,,USD
TRN,Trinity Industries Inc,2022-02-22,2021-12-31,0.15,USD
TRNO,Terreno Realty Corp,2022-02-08,2021-12-31,0.23,USD
TRNS,Transcat Inc,2022-01-31,2021-12-31,0.31,USD
TROW,T. Rowe Price Group Inc,2022-01-26,2021-12-31,3.14,USD
TROX,Tronox Holdings plc - Class A,2022-02-15,2021-12-31,0.56,USD
TRP,TC Energy Corporation,2022-02-16,2021-12-31,0.82,USD
TRRSF,TRRSF,2022-02-08,2021-12-31,,USD
TRRVF,TRRVF,2021-12-14,2021-09-30,,USD
TRRVF,TRRVF,2022-02-09,2021-12-31,,USD
TRS,Trimas Corporation,2022-02-23,2021-12-31,0.53,USD
TRST,Trustco Bank Corp,2022-01-19,2021-12-31,0.74,USD
TRT,Trio-Tech International,2022-02-09,2021-12-31,,USD
TRTN,Triton International Ltd,2022-02-14,2021-12-31,2.52,USD
TRTX,TPG RE Finance Trust Inc,2022-02-22,2021-12-31,0.31,USD
TRU,TransUnion,2022-02-14,2021-12-31,0.91,USD
TRUE,Truecar Inc,2022-02-22,2021-12-31,-0.02,USD
TRUP,Trupanion Inc,2022-02-08,2021-12-31,-0.95,USD
TRV,Travelers Companies Inc,2022-01-19,2021-12-31,3.79,USD
TRVG,Trivago NV,2022-02-07,2021-12-31,0.01,USD
TRZBF,TRZBF,2021-12-09,2021-10-31,,CAD
TSBK,Timberland Bancorp Inc,2022-01-24,2021-12-31,,USD
TSC,Tristate Capital Holdings Inc,2022-01-25,2021-12-31,0.44,USD
TSCO,Tractor Supply Company,2022-01-26,2021-12-31,1.83,USD
TSE,Trinseo PLC,2022-02-01,2021-12-31,1.83,USD
TSEM,Tower Semiconductor Ltd,2022-02-15,2021-12-31,0.45,USD
TSLA,Tesla Inc,2022-01-25,2021-12-31,1.92,USD
TSLX,Sixth Street Specialty Lending Inc,2022-02-15,2021-12-31,0.52,USD
TSN,Tyson Foods Inc - Class A,2022-02-09,2021-12-31,1.85,USD
TSRI,TSR Inc,2022-01-17,2021-11-30,,USD
TSUKF,TSUKF,2022-01-26,2021-12-31,,USD
TT,Trane Technologies plc - Class A,2022-02-03,2021-12-31,1.31,USD
TTC,Toro Company,2021-12-15,2021-10-31,0.53,USD
TTD,Trade Desk Inc - Class A,2022-02-16,2021-12-31,0.27,USD
TTEK,Tetra Tech Inc,2022-01-25,2021-12-31,1.03,USD
TTGT,Techtarget Inc,2022-02-08,2021-12-31,0.65,USD
TTI,Tetra Technologies Inc,2022-02-01,2021-12-31,0.01,USD
TTMI,TTM Technologies Inc,2022-02-01,2021-12-31,0.31,USD
TTWO,Take-Two Interactive Software Inc,2022-02-07,2021-12-31,1.23,USD
TU,Telus Corp,2022-02-09,2021-12-31,0.2,USD
TUEM,Tuesday Morning Corp - New,2022-02-03,2021-12-31,-0.03,USD
TUFN,Tufin Software Technologies Ltd,2022-02-10,2021-12-31,-0.07,USD
TURN,180 Degree Capital Corp,2022-02-21,2021-12-31,,USD
TUSK,Mammoth Energy Services Inc,2022-02-23,2021-12-31,-0.23,USD
TVAGF,TVAGF,2022-02-16,2021-12-31,,USD
TVTY,Tivity Health Inc,2022-02-22,2021-12-31,0.37,USD
TW,Tradeweb Markets Inc Cls A,2022-02-02,2021-12-31,0.42,USD
TWIN,Twin Disc Incorporated,2022-01-27,2021-12-31,-0.01,USD
TWLO,Twilio Inc Class A,2022-02-15,2021-12-31,-0.22,USD
TWNK,Hostess Brands Inc - Class A,2022-02-22,2021-12-31,0.23,USD
TWO,Two Harbors Investment Corp,2022-02-07,2021-12-31,0.2,USD
TWOU,2U Inc,2022-02-09,2021-12-31,-0.22,USD
TWST,Twist Bioscience Corp,2022-02-02,2021-12-31,-1.06,USD
TWTR,Twitter Inc,2022-02-10,2021-12-31,0.35,USD
TX,Ternium S.A.,2022-02-21,2021-12-31,5.06,USD
TXG,10x Genomics Inc - Class A,2022-02-15,2021-12-31,-0.09,USD
TXN,Texas Instruments Inc,2022-01-24,2021-12-31,1.94,USD
TXRH,Texas Roadhouse Inc,2022-02-16,2021-12-31,0.69,USD
TXT,Textron Inc,2022-01-25,2021-10-31,0.95,USD
TY,Tri-Continental Corp,2021-11-29,2021-09-30,,USD
TYCB,TYCB,2022-02-21,2021-12-31,,USD
TYL,Tyler Technologies Inc,2022-02-08,2021-12-31,1.74,USD
TYME,Tyme Technologies Inc,2022-02-02,2021-12-31,,USD
U,Unity Software Inc,2022-02-02,2021-12-31,-0.07,USD
UAA,Under Armour Inc - Class A,2022-02-08,2021-12-31,0.06,USD
UAL,United Airlines Holdings Inc,2022-01-18,2021-12-31,-2.11,USD
UAN,CVR Partners LP,2022-02-21,2021-12-31,,USD
UBA,Urstadt Biddle Properties Inc - Class A,2021-12-14,2021-10-31,,USD
UBCP,United Bancorp Inc (Martins Ferry OH),2022-01-19,2021-12-31,0.35,USD
UBER,Uber Technologies Inc,2022-02-09,2021-12-31,-0.34,USD
UBFO,United Security Bancshares (CA),2022-01-25,2021-12-31,,USD
UBSI,United Bankshares Inc,2022-01-26,2021-12-31,0.55,USD
UCBI,United Community Banks Inc,2022-01-17,2021-12-31,0.64,USD
UCL,Ucloudlink Group Inc,2021-11-30,2021-09-30,-0.02,USD
UCTT,Ultra Clean Hldgs Inc,2022-02-15,2021-12-31,1.2,USD
UDR,UDR Inc,2022-02-07,2021-12-31,0.07,USD
UE,Urban Edge Properties,2022-02-15,2021-12-31,0.07,USD
UEC,Uranium Energy Corp,2021-12-13,2021-10-31,,USD
UEIC,Universal Electronics Inc,2022-02-16,2021-12-31,0.67,USD
UEPS,Net 1 UEPS Technologies Inc,2022-02-02,2021-12-31,,USD
UFCS,United Fire Group Inc,2022-02-15,2021-12-31,0.48,USD
UFI,UNIFI Inc,2022-01-25,2021-12-31,0.27,USD
UFPI,UFP Industries Inc,2022-02-16,2021-12-31,1.18,USD
UFS,Domtar Corporation,2022-02-10,2021-12-31,2.1,USD
UGI,UGI Corp,2022-02-01,2021-12-31,1.24,USD
UHAL,Amerco,2022-02-01,2021-12-31,15.05,USD
UHS,Universal Health Services Inc - Class B,2022-02-23,2021-12-31,2.89,USD
UHT,Universal Health Realty Income Trust,2022-02-23,2021-12-31,,USD
UI,Ubiquiti Inc,2022-02-03,2021-12-31,2.29,USD
UIHC,United Insurance Holdings Corp,2022-02-22,2021-12-31,0.2,USD
UIS,Unisys Corp,2022-02-21,2021-12-31,0.36,USD
ULBI,Ultralife Corp,2022-02-02,2021-12-31,0.13,USD
ULH,Universal Logistics Holdings Inc,2022-02-02,2021-12-31,0.5,USD
ULTA,Ulta Beauty Inc,2021-12-02,2021-10-31,2.45,USD
UMBF,UMB Financial Corp,2022-01-24,2021-12-31,1.86,USD
UMPQ,Umpqua Holdings Corp,2022-01-18,2021-12-31,0.42,USD
UNB,Union Bankshares Inc,2022-01-18,2021-12-31,,USD
UNF,Unifirst Corp,2022-01-04,2021-11-30,1.94,USD
UNFI,United Natural Foods Inc,2021-12-08,2021-11-30,0.5,USD
UNH,Unitedhealth Group Inc,2022-01-18,2021-12-31,4.31,USD
UNIEF,UNIEF,2022-02-17,2021-12-31,,USD
UNM,Unum Group,2022-02-02,2021-12-31,0.9,USD
UNP,Union Pacific Corp,2022-01-19,2021-12-31,2.69,USD
UNQL,UNQL,2022-02-07,2021-11-30,,USD
UNTY,Unity Bancorp Inc,2022-01-20,2021-12-31,0.86,USD
UNVR,Univar Solutions Inc,2022-02-22,2021-12-31,0.46,USD
UPLD,Upland Software Inc,2022-02-22,2021-12-31,0.46,USD
UPS,United Parcel Service Inc - Class B,2022-02-01,2021-12-31,3.06,USD
UPWK,Upwork Inc,2022-02-21,2021-12-31,-0.04,USD
URG,Ur-Energy Inc,2022-02-24,2021-12-31,-0.01,USD
URI,United Rentals Inc,2022-01-25,2021-12-31,6.74,USD
URPTF,URPTF,2022-01-12,2021-11-30,,USD
USAC,USA Compression Partners LP,2022-02-14,2021-12-31,-0.06,USD
USAP,Universal Stainless & Alloy Products Inc,2022-01-25,2021-12-31,-0.13,USD
USB,U.S. Bancorp.,2022-01-19,2021-12-31,1.11,USD
USCR,USCR,2022-02-22,2021-12-31,,USD
USFD,US Foods Holding Corp,2022-02-14,2021-12-31,0.43,USD
USLM,United States Lime & Minerals Inc,2022-01-27,2021-12-31,,USD
USM,United States Cellular Corporation,2022-02-16,2021-12-31,0.16,USD
USNA,Usana Health Sciences Inc,2022-02-07,2021-12-31,1.28,USD
USPH,U.S. Physical Therapy Inc,2022-02-23,2021-12-31,0.69,USD
USSHF,USSHF,2022-01-25,2021-11-30,,CAD
USX,U.S. Xpress Enterprises Inc - Class A,2022-01-26,2021-12-31,0.15,USD
UTHR,United Therapeutics Corp,2022-02-22,2021-12-31,3.6,USD
UTI,Universal Technical Institute Inc,2022-02-02,2021-12-31,0.07,USD
UTL,Unitil Corp,2022-01-31,2021-12-31,0.94,USD
UTMD,Utah Medical Products Inc,2022-01-26,2021-12-31,,USD
UUU,Universal Security Instruments Inc,2022-02-07,2021-12-31,,USD
UVE,Universal Insurance Holdings Inc,2022-02-23,2021-12-31,0.33,USD
UVSP,Univest Financial Corp,2022-01-25,2021-12-31,0.61,USD
UVV,Universal Corp,2022-02-07,2021-12-31,,USD
UWMC,UWM Holdings Corporation Class A,2022-02-01,2021-12-31,0.14,USD
UXIN,Uxin Ltd,2021-12-15,2021-09-30,,CNY
V,Visa Inc - Class A,2022-01-26,2021-12-31,1.7,USD
VABK,Virginia National Bankshares Corp,2022-01-20,2021-12-31,,USD
VAC,Marriott Vacations Worldwide Corp,2022-02-22,2021-12-31,1.79,USD
VALU,Value Line Inc,2021-12-09,2021-10-31,,USD
VAPO,Vapotherm Inc,2022-02-22,2021-12-31,-0.62,USD
VAR,VAR,2022-01-24,2021-12-31,,USD
VBNK,VILLAGE BANCORP INC,2022-02-22,2022-01-31,,USD
VBNK_OLD,VBNK_OLD,2022-02-22,2022-01-31,,USD
VBTX,Veritex Holdings Inc,2022-01-24,2021-12-31,0.72,USD
VC,Visteon Corp,2022-02-16,2021-12-31,-0.04,USD
VCEL,Vericel Corp,2022-02-22,2021-12-31,0.17,USD
VCRA,Vocera Communication Inc,2022-02-09,2021-12-31,0.18,USD
VCTR,Victory Capital Holdings Inc - Class A,2022-02-08,2021-12-31,1.22,USD
VCYT,Veracyte Inc,2022-02-15,2021-12-31,-0.15,USD
VECO,Veeco Instruments Inc,2022-02-09,2021-12-31,0.36,USD
VEEV,Veeva Systems Inc - Class A,2021-12-01,2021-10-31,0.88,USD
VER,VEREIT Inc,2022-02-22,2021-12-31,0.33,USD
VERU,Veru Inc,2021-12-02,2021-09-30,-0.09,USD
VERU,Veru Inc,2022-02-08,2021-12-31,,USD
VFC,VF Corp,2022-01-25,2021-12-31,1.22,USD
VG,Vonage Holdings Corp,2022-02-16,2021-12-31,0.04,USD
VGR,Vector Group Ltd,2022-02-22,2021-12-31,0.42,USD
VGZ,Vista Gold Corp,2022-02-24,2021-12-31,-0.02,USD
VIAC,ViacomCBS Inc - Class B,2022-02-22,2021-12-31,0.45,USD
VIAV,Viavi Solutions Inc,2022-01-31,2021-12-31,0.19,USD
VICI,VICI Properties Inc,2022-02-16,2021-12-31,0.46,USD
VICR,Vicor Corp,2022-02-23,2021-12-31,0.45,USD
VIGLF,VIGLF,2022-02-07,2021-12-31,,USD
VIPS,Vipshop Holdings Ltd,2022-02-23,2021-12-31,,USD
VIR,Vir Biotechnology Inc,2022-02-23,2021-12-31,1.66,USD
VIRC,Virco Manufacturing Corp,2021-12-13,2021-10-31,0.33,USD
VIRT,Virtu Financial Inc - Class A,2022-02-09,2021-12-31,0.72,USD
VIVO,Meridian Bioscience Inc,2022-02-03,2021-12-31,0.25,USD
VIVXF,VIVXF,2021-12-14,2021-10-31,,USD
VIZSF,VIZSF,2021-12-17,2021-10-31,,USD
VKTX,Viking Therapeutics Inc,2022-02-15,2021-12-31,-0.19,USD
VLDR,Velodyne Lidar Inc,2022-02-23,2021-12-31,-0.17,USD
VLGEA,Village Super Market Inc - Class A,2021-12-01,2021-10-31,,USD
VLNCF,VLNCF,2022-02-22,2021-11-30,,CAD
VLNSF,VLNSF,2022-01-11,2021-11-30,,USD
VLO,Valero Energy Corp,2022-01-26,2021-12-31,1.5,USD
VLY,Valley National Bancorp,2022-01-26,2021-12-31,0.29,USD
VMC,Vulcan Materials Company,2022-02-14,2021-12-31,1.14,USD
VMI,Valmont Industries Inc,2022-02-15,2021-12-31,2.66,USD
VMW,Vmware Inc - Class A,2022-02-24,2022-01-31,1.96,USD
VNCE,Vince Holding Corp,2021-12-20,2021-11-30,0.6,USD
VNDA,Vanda Pharmaceuticals Inc,2022-02-08,2021-12-31,0.08,USD
VNE,Veoneer Inc,2022-02-01,2021-12-31,-0.7,USD
VNO,Vornado Realty Trust,2022-02-14,2021-12-31,0.19,USD
VNOM,Viper Energy Partners LP,2022-02-21,2021-12-31,0.19,USD
VNT,Vontier Corporation,2022-02-09,2021-12-31,0.8,USD
VNTR,Venator Materials PLC,2022-02-22,2021-12-31,-0.01,USD
VNWTF,VNWTF,2022-02-09,2021-12-31,,CAD
VOLT,Volt Information Sciences Inc,2022-01-11,2021-11-30,0.07,USD
VOLVF,VOLVF,2022-01-28,2021-12-31,,SEK
VOTDF,VOTDF,2022-02-21,2022-01-31,,USD
VOXX,VOXX International Corp - Class A,2022-01-10,2021-11-30,0.06,USD
VOYA,Voya Financial Inc,2022-02-07,2021-12-31,1.42,USD
VPG,Vishay Precision Group Inc,2022-02-15,2021-12-31,0.54,USD
VPHIF,VPHIF,2022-02-22,2022-01-31,,USD
VPRIF,VPRIF,2021-12-29,2021-10-31,,USD
VQS_OLD,VQS_OLD,2021-11-29,2021-09-30,,USD
VRA,Vera Bradley Inc,2021-12-08,2021-11-30,0.26,USD
VREX,Varex Imaging Corp,2022-02-02,2021-12-31,0.29,USD
VRNOF,VRNOF,2022-02-07,2021-12-31,,USD
VRNS,Varonis Systems Inc,2022-02-07,2021-12-31,0.13,USD
VRNT,Verint Systems Inc,2021-12-02,2021-10-31,0.53,USD
VRRKF,VRRKF,2022-02-22,2022-01-31,,USD
VRS,Verso Corp - Class A,2022-02-23,2021-12-31,0.9,USD
VRSK,Verisk Analytics Inc,2022-02-21,2021-12-31,1.41,USD
VRSN,Verisign Inc,2022-02-09,2021-12-31,1.41,USD
VRT,Vertiv Holdings Co - Class A,2022-02-22,2021-12-31,0.28,USD
VRTS,Virtus Investment Partners Inc,2022-01-31,2021-12-31,9.88,USD
VRTX,Vertex Pharmaceuticals Inc,2022-01-31,2021-12-31,3.29,USD
VSAT,Viasat Inc,2022-02-02,2021-12-31,0.05,USD
VSH,Vishay Intertechnology Inc,2022-02-07,2021-12-31,0.61,USD
VST,Vistra Corp,2022-02-24,2021-12-31,2.32,USD
VSTO,Vista Outdoor Inc,2022-02-02,2021-12-31,1.9,USD
VTGN,VistaGen Therapeutics Inc,2022-02-09,2021-12-31,-0.07,USD
VTOL,Bristow Group Inc,2022-01-31,2021-12-31,0.41,USD
VTR,Ventas Inc,2022-02-16,2021-12-31,-0.03,USD
VTVT,vTv Therapeutics Inc - Class A,2022-02-22,2021-12-31,-0.07,USD
VVI,Viad Corp,2022-02-09,2021-12-31,-0.59,USD
VVNT,Vivint Smart Home Inc - Class A,2022-02-22,2021-12-31,,USD
VVPR,VivoPower International PLC,2022-02-21,2021-12-31,,USD
VVV,Valvoline Inc,2022-02-01,2021-12-31,0.45,USD
VXRT,Vaxart Inc,2022-02-23,2021-12-31,-0.17,USD
VYGR,Voyager Therapeutics Inc,2022-02-23,2021-12-31,-0.28,USD
VZ,Verizon Communications Inc,2022-01-25,2021-12-31,1.28,USD
W,Wayfair Inc - Class A,2022-02-23,2021-12-31,-0.63,USD
WAB,Westinghouse Air Brake Technologies Corp,2022-02-16,2021-12-31,1.17,USD
WABC,Westamerica Bancorporation,2022-01-19,2021-12-31,0.81,USD
WAFD,Washington Federal Inc,2022-01-12,2021-12-31,0.69,USD
WAL,Western Alliance Bancorp,2022-01-19,2021-12-31,2.3,USD
WASH,Washington Trust Bancorp Inc,2022-01-25,2021-12-31,0.98,USD
WAT,Waters Corp,2022-01-31,2021-12-31,3.47,USD
WATT,Energous Corp,2022-02-23,2021-12-31,-0.1,USD
WBA,Walgreens Boots Alliance Inc,2022-01-05,2021-11-30,1.31,USD
WBBW,WBBW,2022-01-18,2021-12-31,,USD
WBS,Webster Financial Corp,2022-01-19,2021-12-31,1.12,USD
WBT,Welbilt Inc,2022-02-25,2021-12-31,0.18,USD
WCC,Wesco International Inc,2022-02-07,2021-12-31,2.48,USD
WCN,Waste Connections Inc,2022-02-15,2021-12-31,0.82,USD
WD,Walker & Dunlop Inc,2022-02-02,2021-12-31,2.31,USD
WDAY,Workday Inc - Class A,2022-02-23,2022-01-31,0.69,USD
WDC,Western Digital Corp,2022-01-26,2021-12-31,2.13,USD
WDDMF,WDDMF,2021-11-29,2021-09-30,,USD
WDFC,WD-40 Company,2022-01-05,2021-11-30,1.25,USD
WDR,WDR,2022-01-31,2021-12-31,,USD
WEBC,WEBC,2021-12-01,2021-10-31,,USD
WEC,WEC Energy Group Inc,2022-02-02,2021-12-31,0.68,USD
WEEEF,WEEEF,2022-02-23,2021-12-31,,USD
WELL,Welltower Inc,2022-02-07,2021-12-31,0.18,USD
WEN,Wendy`s Co - Class A,2022-02-10,2021-12-31,0.15,USD
WERN,Werner Enterprises Inc,2022-02-02,2021-12-31,0.95,USD
WES,Western Midstream Partners LP,2022-02-21,2021-12-31,0.65,USD
WETF,Wisdomtree Investments Inc,2022-01-27,2021-12-31,0.08,USD
WEX,WEX Inc,2022-02-22,2021-12-31,2.37,USD
WFC,Wells Fargo & Company,2022-01-14,2021-12-31,1.08,USD
WFCF,Where Food Comes From Inc,2022-02-16,2021-12-31,0.09,USD
WFG,West Fraser Timber Co. Ltd,2022-02-09,2021-12-31,2.9,USD
WFICF,WFICF,2021-12-09,2021-10-31,,CAD
WFRD,Weatherford International plc - New,2022-02-15,2021-12-31,-0.68,USD
WFSTF,WFSTF,2022-02-16,2021-12-31,,USD
WFTLF,WFTLF,2022-02-15,2021-12-31,,USD
WGO,Winnebago Industries Inc,2021-12-16,2021-11-30,2.28,USD
WH,Wyndham Hotels & Resorts Inc,2022-02-08,2021-12-31,0.51,USD
WHD,Cactus Inc - Class A,2022-02-22,2021-12-31,0.21,USD
WHG,Westwood Holdings Group Inc,2022-02-08,2021-12-31,,USD
WHR,Whirlpool Corp,2022-01-26,2021-12-31,5.8,USD
WINA,Winmark Corporation,2022-02-22,2021-12-31,,USD
