symbol,name,reportDate,fiscalDateEnding,estimate,currency
JAZZ,Jazz Pharmaceuticals plc,2022-02-21,2021-12-31,3.53,USD
JBGS,JBG SMITH Properties,2022-02-21,2021-12-31,-0.14,USD
JBHT,J.B. Hunt Transport Services Inc,2022-01-18,2021-12-31,2.01,USD
JBL,Jabil Inc,2021-12-15,2021-11-30,1.8,USD
JBLU,Jetblue Airways Corp,2022-01-26,2021-12-31,-0.38,USD
JBSS,Sanfilippo (John B.) & Son Inc,2022-01-25,2021-12-31,1.41,USD
JBT,John Bean Technologies Corp,2022-02-21,2021-12-31,1.11,USD
JCI,Johnson Controls International plc,2022-01-27,2021-12-31,0.54,USD
JEF,Jefferies Financial Group Inc,2022-01-03,2021-12-31,1.13,USD
JELD,JELD-WEN Holding Inc,2022-02-14,2021-12-31,0.54,USD
JENGQ,JENGQ,2022-02-24,2021-12-31,,CAD
JFBC,JFBC,2022-02-07,2021-12-31,,USD
JHG,Janus Henderson Group plc,2022-02-01,2021-12-31,1.01,USD
JILL,J.Jill Inc,2021-12-08,2021-10-31,,USD
JJSF,J&J Snack Foods Corp,2022-01-24,2021-12-31,0.74,USD
JKHY,Jack Henry & Associates Inc,2022-02-07,2021-12-31,1.13,USD
JKS,JinkoSolar Holding Co. Ltd,2021-11-30,2021-09-30,0.02,USD
JLL,Jones Lang Lasalle Inc,2022-02-07,2021-12-31,6.62,USD
JMIA,Jumia Technologies Ag,2022-02-22,2021-12-31,,USD
JMP,JMP Group LLC,2022-02-16,2021-12-31,,USD
JNCE,Jounce Therapeutics Inc,2022-02-23,2021-12-31,-0.32,USD
JNJ,Johnson & Johnson,2022-01-25,2021-12-31,2.13,USD
JNPR,Juniper Networks Inc,2022-01-26,2021-12-31,0.53,USD
JOAN,JOANN Inc,2021-12-02,2021-10-31,0.68,USD
JOBS,51Job Inc,2021-11-29,2021-09-30,,USD
JOE,St. Joe Company,2022-02-22,2021-12-31,,USD
JOSMF,JOSMF,2022-02-23,2021-12-31,,USD
JOUT,Johnson Outdoors Inc - Class A,2021-12-09,2021-09-30,1.39,USD
JOUT,Johnson Outdoors Inc - Class A,2022-02-03,2021-12-31,,USD
JP,Jupai Holdings Ltd,2021-11-29,2021-09-30,,USD
JPM,JPMorgan Chase & Company,2022-01-14,2021-12-31,2.95,USD
JRJC,China Finance Online Co. Ltd,2021-11-29,2021-09-30,,USD
JRVR,James River Group Holdings Ltd,2022-02-23,2021-12-31,0.19,USD
JUVF,JUVF,2022-01-31,2021-12-31,,USD
JVA,Coffee Holding Co Inc,2022-02-14,2022-01-31,,USD
JWLLF,JWLLF,2022-02-23,2021-12-31,,USD
K,Kellogg Company,2022-02-09,2021-12-31,0.8,USD
KAI,Kadant Inc,2022-02-15,2022-01-31,2.02,USD
KALA,Kala Pharmaceuticals Inc,2022-02-23,2021-12-31,-0.4,USD
KALU,Kaiser Aluminum Corp,2022-02-22,2021-12-31,0.93,USD
KALV,KalVista Pharmaceuticals Inc,2021-12-08,2021-10-31,-0.79,USD
KAMN,Kaman Corp,2022-02-23,2021-12-31,0.48,USD
KAR,KAR Auction Services Inc,2022-02-14,2021-12-31,0.03,USD
KBAL,Kimball International Inc - Class B,2022-02-02,2021-12-31,-0.02,USD
KBH,KB Home,2022-01-10,2021-11-30,1.76,USD
KBR,KBR Inc,2022-02-21,2021-12-31,0.66,USD
KDP,Keurig Dr Pepper Inc,2022-02-23,2021-12-31,0.45,USD
KE,Kimball Electronics Inc,2022-02-01,2021-12-31,0.4,USD
KELYA,Kelly Services Inc - Class A,2022-02-16,2021-12-31,0.31,USD
KEQU,Kewaunee Scientific Corporation,2021-12-07,2021-10-31,,USD
KEX,Kirby Corp,2022-01-26,2021-12-31,0.26,USD
KEY,Keycorp,2022-01-20,2021-12-31,0.56,USD
KEYS,Keysight Technologies Inc,2022-02-16,2022-01-31,1.54,USD
KEYUF,KEYUF,2022-02-08,2021-12-31,,USD
KFFB,Kentucky First Federal Bancorp,2022-01-31,2021-12-31,,USD
KFRC,Kforce Inc,2022-02-07,2021-12-31,0.98,USD
KFY,Korn Ferry,2022-02-21,2022-01-31,,USD
KGC,Kinross Gold Corp,2022-02-08,2021-12-31,,USD
KHC,Kraft Heinz Company,2022-02-09,2021-12-31,0.64,USD
KIM,Kimco Realty Corp,2022-02-09,2021-12-31,0.15,USD
KIRK,Kirkland`s Inc,2021-12-02,2021-11-30,0.56,USD
KKR,KKR & Co. Inc,2022-02-07,2021-12-31,1.08,USD
KL,Kirkland Lake Gold Ltd,2022-02-23,2021-12-31,0.89,USD
KLAC,KLA Corp,2022-02-01,2021-12-31,5.45,USD
KLIC,Kulicke & Soffa Industries Inc,2022-02-01,2021-12-31,1.9,USD
KLR,Kaleyra Inc,2022-02-14,2021-12-31,-0.09,USD
KLXE,KLX Energy Services Holdings Inc,2021-12-06,2021-10-31,,USD
KMB,Kimberly-Clark Corp,2022-01-26,2021-12-31,1.26,USD
KMI,Kinder Morgan Inc - Class P,2022-01-18,2021-12-31,0.25,USD
KMMPF,KMMPF,2022-02-08,2021-12-31,,USD
KMPR,Kemper Corporation,2022-01-31,2021-12-31,-0.15,USD
KMT,Kennametal Inc,2022-01-31,2021-12-31,0.39,USD
KMX,Carmax Inc,2021-12-22,2021-11-30,1.45,USD
KN,Knowles Corp,2022-02-02,2021-12-31,0.44,USD
KNBWF,KNBWF,2022-02-14,2021-12-31,,USD
KNL,Knoll Inc,2022-02-08,2021-12-31,,USD
KNSA,Kiniksa Pharmaceuticals Ltd - Class A,2022-02-21,2021-12-31,-0.43,USD
KNSL,Kinsale Capital Group Inc,2022-02-16,2021-12-31,1.36,USD
KNX,Knight-Swift Transportation Holdings Inc - Class A,2022-01-25,2021-12-31,1.42,USD
KO,Coca-Cola Company,2022-02-08,2021-12-31,0.41,USD
KONEF,KONEF,2021-11-29,2021-09-30,,USD
KONEF,KONEF,2021-11-29,2021-10-31,,USD
KOP,Koppers Holdings Inc,2022-02-24,2021-12-31,0.73,USD
KOS,Kosmos Energy Ltd,2022-02-21,2021-12-31,0.2,USD
KOSS,Koss Corp,2022-01-26,2021-12-31,,USD
KPTI,Karyopharm Therapeutics Inc,2022-02-09,2021-12-31,-0.69,USD
KR,Kroger Company,2021-12-02,2021-11-30,0.66,USD
KRA,Kraton Corp,2022-02-22,2021-12-31,0.72,USD
KRBP,Kiromic BioPharma Inc,2021-11-29,2021-09-30,,USD
KRC,Kilroy Realty Corp,2022-01-31,2021-12-31,0.35,USD
KREF,KKR Real Estate Finance Trust Inc,2022-02-14,2021-12-31,0.26,USD
KRG,Kite Realty Group Trust,2022-02-09,2021-12-31,,USD
KRKR,36Kr Holdings Inc,2021-11-29,2021-09-30,-0.12,USD
KRNT,Kornit Digital Ltd,2022-02-14,2021-12-31,0.24,USD
KRNY,Kearny Financial Corp,2022-01-26,2021-12-31,0.22,USD
KRP,Kimbell Royalty Partners LP,2022-02-25,2021-12-31,0.26,USD
KRTX,Karuna Therapeutics Inc,2022-02-23,2021-12-31,-1.8,USD
KRUS,Kura Sushi USA Inc - Class A,2022-01-10,2021-11-30,-0.15,USD
KSBI,KSBI,2022-01-24,2021-12-31,,USD
KSPN,Kaspien Holdings Inc,2021-12-13,2021-11-30,-0.3,USD
KSU,Kansas City Southern,2022-01-20,2021-12-31,2.13,USD
KTCC,Key Tronic Corp,2022-01-24,2021-12-31,,USD
KTHN,KTHN,2022-01-24,2021-12-31,,USD
KTOS,Kratos Defense & Security Solutions Inc,2022-02-23,2021-12-31,0.09,USD
KTRA,Kintara Therapeutics Inc,2022-02-10,2021-12-31,-0.16,USD
KUKE,Kuke Music Holding Ltd,2021-11-29,2021-09-30,,USD
KURA,Kura Oncology Inc,2022-02-22,2021-12-31,-0.54,USD
KW,Kennedy-Wilson Holdings Inc,2022-02-22,2021-12-31,0.03,USD
KWR,Quaker Houghton,2022-02-23,2021-12-31,1.61,USD
KYN,Kayne Anderson Energy Infrastructure Fund Inc,2022-01-19,2021-11-30,,USD
KZMYY,KZMYY,2022-02-16,2021-12-31,,USD
L,Loews Corp,2022-02-07,2021-12-31,,USD
LAD,Lithia Motors Inc - Class A,2022-02-01,2021-12-31,9.71,USD
LADR,Ladder Capital Corp - Class A,2022-02-23,2021-12-31,0.14,USD
LAKE,Lakeland Industries Inc,2021-12-08,2021-10-31,0.33,USD
LAMR,Lamar Advertising Co - Class A,2022-02-24,2021-12-31,1.17,USD
LANC,Lancaster Colony Corp,2022-02-02,2021-12-31,1.7,USD
LAND,Gladstone Land Corp,2022-02-22,2021-12-31,-0.04,USD
LASR,nLIGHT Inc,2022-02-15,2021-12-31,0.03,USD
LAUR,Laureate Education Inc,2022-02-23,2021-12-31,0.13,USD
LAWS,Lawson Products Inc,2022-02-23,2021-12-31,0.46,USD
LAZ,Lazard Ltd - Class A,2022-02-03,2021-12-31,1.48,USD
LB,LB,2022-02-23,2022-01-31,,USD
LBAI,Lakeland Bancorp Inc,2022-01-26,2021-12-31,0.42,USD
LBC,Luther Burbank Corp,2022-01-24,2021-12-31,0.43,USD
LBLCF,LBLCF,2022-02-23,2021-12-31,,USD
LBRDA,Liberty Broadband Corp - Series A,2022-02-23,2021-12-31,1.52,USD
LBRT,Liberty Oilfield Services Inc - Class A,2022-02-02,2021-12-31,-0.17,USD
LBTYA,Liberty Global plc - Class A,2022-02-14,2021-12-31,0.41,USD
LCI,Lannett Co. Inc,2022-02-01,2021-12-31,-0.25,USD
LCII,LCI Industries,2022-02-07,2021-12-31,2.75,USD
LCNB,LCNB Corp,2022-01-31,2021-12-31,0.37,USD
LDI,LoanDepot Inc - Class A,2022-02-16,2021-12-31,0.21,USD
LDL,LDL,2022-02-21,2021-12-31,,USD
LDOS,Leidos Holdings Inc,2022-02-21,2022-01-31,1.64,USD
LE,Lands` End Inc,2021-12-02,2021-10-31,0.21,USD
LEA,Lear Corp,2022-02-02,2021-12-31,1.25,USD
LEAF,LEAF,2022-02-23,2021-12-31,,USD
LECO,Lincoln Electric Holdings Inc,2022-02-10,2021-12-31,1.57,USD
LEDS,Semileds Corp,2022-01-06,2021-11-30,,USD
LEE,Lee Enterprises Inc,2021-12-02,2021-09-30,,USD
LEE,Lee Enterprises Inc,2022-02-02,2021-12-31,,USD
LEFUF,LEFUF,2022-02-21,2021-12-31,,USD
LEG,Leggett & Platt Inc,2022-02-07,2021-12-31,0.73,USD
LEMIF,LEMIF,2022-01-25,2021-10-31,,USD
LEMLD,LEMLD,2021-11-29,2021-09-30,,USD
LEN,Lennar Corp - Class A,2021-12-14,2021-11-30,4.15,USD
LENTY,LENTY,2022-02-22,2021-12-31,,USD
LESL,Leslies Inc,2022-02-02,2021-12-31,,USD
LEVI,Levi Strauss & Co. Cls A,2022-01-25,2021-11-30,0.4,USD
LEVL,Level One Bancorp Inc,2022-01-27,2021-12-31,1.05,USD
LFUS,Littelfuse Inc,2022-02-01,2021-12-31,2.92,USD
LFVN,Lifevantage Corporation,2022-01-31,2021-12-31,0.24,USD
LGIH,LGI Homes Inc,2022-02-21,2021-12-31,4.03,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2022-02-01,2021-12-31,1.37,USD
LH,Laboratory Corp Of America Holdings,2022-02-09,2021-12-31,5.47,USD
LHCG,LHC Group Inc,2022-02-23,2021-12-31,1.32,USD
LHX,L3Harris Technologies Inc,2022-01-27,2021-12-31,3.27,USD
LI,Li Auto Inc,2021-11-29,2021-09-30,-0.02,CNY
LI,Li Auto Inc,2022-02-23,2021-12-31,,CNY
LICT,LICT,2022-02-16,2021-12-31,,USD
LII,Lennox International Inc,2022-01-31,2021-12-31,2.05,USD
LITB,LightInTheBox Holding Co Ltd,2021-12-02,2021-09-30,,USD
LITE,Lumentum Holdings Inc,2022-01-31,2021-12-31,1.57,USD
LIVN,LivaNova PLC,2022-02-22,2021-12-31,0.51,USD
LIVX,LIVX,2022-02-09,2021-12-31,,USD
LIZI,Lizhi Inc,2021-11-29,2021-09-30,-0.12,USD
LKFN,Lakeland Financial Corp,2022-01-25,2021-12-31,0.96,USD
LKQ,LKQ Corp,2022-02-16,2021-12-31,0.78,USD
LLNW,Limelight Networks Inc,2022-02-09,2021-12-31,0.02,USD
LLY,Lilly(Eli) & Company,2022-02-03,2021-12-31,2.31,USD
LMAT,Lemaitre Vascular Inc,2022-02-23,2021-12-31,0.31,USD
LMNR,Limoneira Company,2022-01-10,2021-10-31,-0.25,USD
LMNX,LMNX,2022-02-07,2021-12-31,,USD
LMRK,Landmark Infrastructure Partners LP,2022-02-22,2021-12-31,0.08,USD
LMST,Limestone Bancorp Inc,2022-01-18,2021-12-31,0.43,USD
LMT,Lockheed Martin Corp,2022-01-24,2021-12-31,7.17,USD
LNC,Lincoln National Corp,2022-02-01,2021-12-31,2.14,USD
LNDC,Landec Corp,2022-01-04,2021-11-30,-0.07,USD
LNG,Cheniere Energy Inc,2022-02-22,2021-12-31,1.84,USD
LNLHF,LNLHF,2021-11-29,2021-09-30,,USD
LNN,Lindsay Corporation,2022-01-05,2021-11-30,0.88,USD
LNT,Alliant Energy Corp,2022-02-16,2021-12-31,0.36,USD
LNTH,Lantheus Holdings Inc,2022-02-23,2021-12-31,0.17,USD
LOB,Live Oak Bancshares Inc,2022-01-25,2021-12-31,0.72,USD
LOMLF,LOMLF,2022-02-10,2021-12-31,,USD
LOOP,Loop Industries Inc,2022-01-12,2021-11-30,-0.17,USD
LOPE,Grand Canyon Education Inc,2022-02-15,2021-12-31,2.11,USD
LOVE,Lovesac Company,2021-12-08,2021-10-31,-0.4,USD
LOW,Lowe`s Cos. Inc,2022-02-23,2022-01-31,1.69,USD
LPG,Dorian LPG Ltd,2022-01-31,2021-12-31,0.78,USD
LPI,Laredo Petroleum Inc,2022-02-21,2021-12-31,3.4,USD
LPLA,LPL Financial Holdings Inc,2022-02-02,2021-12-31,1.56,USD
LPSN,Liveperson Inc,2022-02-23,2021-12-31,-0.48,USD
LPX,Louisiana-Pacific Corp,2022-02-14,2021-12-31,1.76,USD
LQDT,Liquidity Services Inc,2021-12-09,2021-09-30,0.11,USD
LQDT,Liquidity Services Inc,2022-02-02,2021-12-31,,USD
LRCDF,LRCDF,2021-12-10,2021-10-31,,USD
LRCX,Lam Research Corp,2022-01-25,2021-12-31,8.51,USD
LRN,Stride Inc,2022-01-24,2021-12-31,0.77,USD
LSBK,Lake Shore Bancorp,2022-01-27,2021-12-31,,USD
LSCC,Lattice Semiconductor Corp,2022-02-14,2021-12-31,0.28,USD
LSI,Life Storage Inc,2022-02-21,2021-12-31,0.75,USD
LSPD,Lightspeed Commerce Inc (Sub Voting),2022-02-02,2021-12-31,-0.08,USD
LSTR,Landstar System Inc,2022-01-26,2021-12-31,2.63,USD
LTC,LTC Properties Inc,2022-02-16,2021-12-31,0.36,USD
LTHM,Livent Corp,2022-02-15,2021-12-31,0.06,USD
LTRPA,Liberty TripAdvisor Holdings Inc - Series A,2022-02-17,2021-12-31,,USD
LTRX,Lantronix Inc,2022-02-09,2021-12-31,0.08,USD
LU,Lufax Holding Ltd,2022-01-31,2021-12-31,0.2,CNY
LUB,Luby`s Inc,2022-01-31,2021-11-30,,USD
LUCRF,LUCRF,2022-02-21,2021-12-31,,USD
LULU,Lululemon Athletica inc.,2021-12-09,2021-10-31,1.41,USD
LUMN,Lumen Technologies Inc,2022-02-08,2021-12-31,0.52,USD
LUNMF,LUNMF,2022-02-17,2021-12-31,0.3,USD
LUV,Southwest Airlines Company,2022-01-27,2021-12-31,-0.42,USD
LVO,LiveOne Inc,2022-02-09,2021-12-31,-0.11,USD
LVS,Las Vegas Sands Corp,2022-01-25,2021-12-31,-0.24,USD
LW,Lamb Weston Holdings Inc,2022-01-05,2021-11-30,0.33,USD
LWSCF,LWSCF,2022-02-16,2021-12-31,,USD
LXP,Lexington Realty Trust,2022-02-16,2021-12-31,0.02,USD
LXU,LSB Industries Inc,2022-02-22,2021-12-31,0.15,USD
LYB,LyondellBasell Industries NV - Class A,2022-01-27,2021-12-31,4.31,USD
LYFT,Lyft Inc Cls A,2022-02-07,2021-12-31,0.1,USD
LYTS,LSI Industries Inc,2022-01-19,2021-12-31,0.09,USD
LYV,Live Nation Entertainment Inc,2022-02-23,2021-12-31,-0.53,USD
LZB,La-Z-Boy Inc,2022-02-14,2022-01-31,0.89,USD
M,Macy`s Inc,2022-02-21,2021-11-30,1.94,USD
MA,Mastercard Incorporated - Class A,2022-01-26,2021-12-31,2.21,USD
MAA,Mid-America Apartment Communities Inc,2022-02-01,2021-12-31,0.79,USD
MAC,Macerich Company,2022-02-09,2021-12-31,-0.04,USD
MAIN,Main Street Capital Corporation,2022-02-23,2021-12-31,0.64,USD
MAMTF,MAMTF,2022-02-21,2021-12-31,,CAD
MAN,ManpowerGroup,2022-01-31,2021-12-31,2.02,USD
MANH,Manhattan Associates Inc,2022-01-31,2021-12-31,0.38,USD
MANT,Mantech International Corp - Class A,2022-02-15,2021-12-31,0.85,USD
MAR,Marriott International Inc - Class A,2022-02-16,2021-12-31,1.02,USD
MAS,Masco Corp,2022-02-07,2021-12-31,0.69,USD
MASI,Masimo Corp,2022-02-21,2021-12-31,1.1,USD
MAT,Mattel Inc,2022-02-07,2021-12-31,0.3,USD
MATW,Matthews International Corp - Class A,2022-01-26,2021-12-31,0.58,USD
MATX,Matson Inc,2022-02-21,2021-12-31,5.37,USD
MAXR,Maxar Technologies Inc,2022-02-22,2021-12-31,0.03,USD
MBCN,Middlefield Banc Corp,2022-01-24,2021-12-31,0.74,USD
MBIN,Merchants Bancorp,2022-01-26,2021-12-31,1.59,USD
MBLU,MBLU,2022-02-10,2021-12-31,,USD
MBUU,Malibu Boats Inc - Class A,2022-02-07,2021-12-31,1.36,USD
MBWM,Mercantile Bank Corp,2022-01-17,2021-12-31,0.87,USD
MBXBF,MBXBF,2021-12-16,2021-09-30,,USD
MBXBF,MBXBF,2022-02-09,2021-12-31,,USD
MC,Moelis & Co - Class A,2022-02-08,2021-12-31,1.47,USD
MCB,Metropolitan Bank Holding Corp,2022-01-19,2021-12-31,1.41,USD
MCBC,Macatawa Bank Corp,2022-01-26,2021-12-31,0.19,USD
MCBI,MCBI,2022-01-24,2021-12-31,0.78,USD
MCBS,MetroCity Bankshares Inc,2022-01-20,2021-12-31,0.66,USD
MCC,MCC,2021-12-09,2021-09-30,,USD
MCD,McDonald`s Corp,2022-01-26,2021-12-31,2.34,USD
MCFE,McAfee Corp - Class A,2022-02-21,2021-12-31,0.23,USD
MCFT,MasterCraft Boat Holdings Inc,2022-02-08,2021-12-31,0.83,USD
MCHP,Microchip Technology Inc,2022-02-02,2021-12-31,1.17,USD
MCK,Mckesson Corporation,2022-01-31,2021-12-31,5.18,USD
MCO,Moody`s Corp,2022-02-10,2021-12-31,2.33,USD
MCRI,Monarch Casino & Resort Inc,2022-02-22,2021-12-31,0.91,USD
MCY,Mercury General Corp,2022-02-14,2021-12-31,0.49,USD
MD,MEDNAX Inc,2022-02-16,2021-12-31,0.43,USD
MDB,MongoDB Inc - Class A,2021-12-06,2021-10-31,-0.37,USD
MDC,M.D.C. Holdings Inc,2022-01-31,2021-12-31,2.49,USD
MDGL,Madrigal Pharmaceuticals Inc,2022-02-23,2021-12-31,-3.85,USD
MDLA,Medallia Inc,2021-12-01,2021-10-31,-0.03,USD
MDLZ,Mondelez International Inc - Class A,2022-01-26,2021-12-31,0.73,USD
MDNA,Medicenna Therapeutics Corp,2022-02-10,2021-12-31,-0.1,USD
MDP,Meredith Corp,2022-02-02,2021-12-31,2.07,USD
MDRX,Allscripts Healthcare Solutions Inc,2022-02-23,2021-12-31,0.23,USD
MDT,Medtronic Plc,2022-02-22,2022-01-31,1.38,USD
MDU,MDU Resources Group Inc,2022-02-01,2021-12-31,0.55,USD
MDWD,MediWound Ltd,2022-02-23,2021-12-31,-0.15,USD
MDXHF,MDXHF,2021-11-29,2021-09-30,,USD
MECVF,MECVF,2022-02-08,2021-12-31,,USD
MED,Medifast Inc,2022-02-23,2021-12-31,2.75,USD
MEDP,Medpace Holdings Inc,2022-02-14,2021-12-31,1.25,USD
MEI,Methode Electronics Inc,2021-12-02,2021-11-30,0.73,USD
MEIP,MEI Pharma Inc,2022-02-02,2021-12-31,-0.19,USD
MENXF,MENXF,2022-01-11,2021-12-31,,CAD
MEOH,Methanex Corp,2022-01-25,2021-12-31,,USD
MEQYF,MEQYF,2021-12-06,2021-09-30,,USD
MEQYF,MEQYF,2022-02-10,2021-12-31,,USD
MERC,Mercer International Inc,2022-02-17,2021-12-31,,USD
MESA,Mesa Air Group Inc,2021-12-09,2021-09-30,0.12,USD
MESA,Mesa Air Group Inc,2022-02-07,2021-12-31,,USD
MET,Metlife Inc,2022-02-01,2021-12-31,1.47,USD
METC,Ramaco Resources Inc,2022-02-16,2021-12-31,0.46,USD
MFA,MFA Financial Inc,2022-02-21,2021-12-31,0.12,USD
MFC,Manulife Financial Corp,2022-02-09,2021-12-31,0.65,USD
MFIN,Medallion Financial Corp,2022-02-15,2021-12-31,0.31,USD
MFNC,MFNC,2022-01-26,2021-12-31,,USD
MGA,Magna International Inc,2022-02-17,2021-12-31,,USD
MGEE,MGE Energy Inc,2022-02-22,2022-01-31,0.44,USD
MGI,Moneygram International Inc,2022-02-17,2021-12-31,0.13,USD
MGLN,Magellan Health Inc,2022-02-24,2021-12-31,0.38,USD
MGM,MGM Resorts International,2022-02-08,2021-12-31,-0.03,USD
MGNI,Magnite Inc,2022-02-03,2021-12-31,0.24,USD
MGNX,Macrogenics Inc,2022-02-23,2021-12-31,-0.81,USD
MGP,MGM Growth Properties LLC - Class A,2022-02-14,2021-12-31,0.36,USD
MGPI,MGP Ingredients Inc,2022-02-23,2021-12-31,0.61,USD
MGRC,McGrath Rentcorp,2022-02-21,2021-12-31,1.19,USD
MGRUF,MGRUF,2022-02-15,2021-12-31,,USD
MGY,Magnolia Oil & Gas Corp - Class A,2022-02-21,2021-12-31,0.82,USD
MGYR,Magyar Bancorp Inc,2022-01-24,2021-12-31,,USD
MHH,Mastech Digital Inc,2022-02-08,2021-12-31,0.38,USD
MHK,Mohawk Industries Inc,2022-02-09,2021-12-31,2.88,USD
MHO,MI Homes Inc,2022-01-31,2021-12-31,3.38,USD
MIC,Macquarie Infrastructure Holdings LLC,2022-02-15,2021-12-31,,USD
MIK,MIK,2021-12-01,2021-11-30,,USD
MIME,Mimecast Ltd,2022-02-01,2021-12-31,0.34,USD
MIND,MIND Technology Inc,2021-12-08,2021-10-31,-0.19,USD
MITK,Mitek Systems Inc,2022-01-26,2021-12-31,0.16,USD
MITT,AG Mortgage Investment Trust Inc,2022-02-17,2021-12-31,0.19,USD
MJDLF,MJDLF,2021-12-02,2021-10-31,,USD
MKC,McCormick & Co. Inc (Non Voting),2022-01-26,2021-11-30,0.8,USD
MKL,Markel Corp,2022-01-31,2021-12-31,15.93,USD
MKSI,MKS Instruments Inc,2022-01-25,2021-12-31,2.86,USD
MKTX,MarketAxess Holdings Inc,2022-01-25,2021-12-31,1.65,USD
MLAB,Mesa Laboratories Inc,2022-02-01,2021-12-31,0.42,USD
MLCO,Melco Resorts & Entertainment Ltd,2022-02-23,2021-12-31,-0.55,USD
MLFNF,MLFNF,2022-02-23,2021-12-31,,USD
MLHR,MLHR,2022-01-04,2021-11-30,0.56,USD
MLI,Mueller Industries Inc,2022-01-31,2021-12-31,,USD
MLKN,MillerKnoll Inc,2022-01-04,2021-11-30,0.57,USD
MLLGF,MLLGF,2022-02-08,2021-12-31,,USD
MLM,Martin Marietta Materials Inc,2022-02-07,2021-12-31,2.9,USD
MLRKF,MLRKF,2021-11-29,2021-09-30,,USD
MMC,Marsh & McLennan Cos. Inc,2022-01-26,2021-12-31,1.34,USD
MMI,Marcus & Millichap Inc,2022-02-16,2021-12-31,0.56,USD
MMLP,Martin Midstream Partners LP,2022-02-21,2021-12-31,0.05,USD
MMM,3M Company,2022-01-24,2021-12-31,2.07,USD
MMMB,MamaMancini`s Holdings Inc,2021-12-13,2021-10-31,0.02,USD
MMNFF,MMNFF,2022-02-14,2021-12-31,,USD
MMP,Magellan Midstream Partners L.P.,2022-01-31,2021-12-31,1.1,USD
MMS,Maximus Inc,2022-02-02,2021-12-31,0.78,USD
MMSI,Merit Medical Systems Inc,2022-02-22,2021-12-31,0.52,USD
MMYT,MakeMyTrip Ltd,2022-01-26,2021-12-31,-0.01,USD
MN,Manning & Napier Inc - Class A,2022-02-07,2021-12-31,,USD
MNARF,MNARF,2022-02-14,2021-12-31,,USD
MNDJF,MNDJF,2022-02-23,2021-12-31,,USD
MNDT,Mandiant Inc,2022-01-31,2021-12-31,-0.13,USD
MNKD,Mannkind Corp,2022-02-23,2021-12-31,-0.07,USD
MNOV,Medicinova Inc,2022-02-16,2021-12-31,-0.09,USD
MNR,Monmouth Real Estate Investment Corp - Class A,2022-02-02,2021-12-31,0.07,USD
MNRL,Brigham Minerals Inc - Class A,2022-02-22,2021-12-31,0.35,USD
MNRO,Monro Inc,2022-01-25,2021-12-31,0.52,USD
MNSO,MINISO Group Holding Ltd,2022-02-23,2021-12-31,0.07,CNY
MNST,Monster Beverage Corp,2022-02-23,2021-12-31,0.61,USD
MNTV,Momentive Global Inc,2022-02-09,2021-12-31,0.04,USD
MO,Altria Group Inc,2022-01-26,2021-12-31,1.08,USD
MOD,Modine Manufacturing Company,2022-02-02,2021-12-31,0.24,USD
MODN,Model N Inc,2022-02-07,2021-12-31,0.09,USD
MODV,ModivCare Inc,2022-02-24,2021-12-31,1.76,USD
MOFG,MidWestOne Financial Group Inc,2022-01-26,2021-12-31,0.97,USD
MOGU,MOGU Inc,2021-11-29,2021-09-30,,USD
MOGU,MOGU Inc,2022-02-23,2021-12-31,,USD
MOH,Molina Healthcare Inc,2022-02-08,2021-12-31,2.75,USD
MOHO,ECMOHO Ltd,2021-11-29,2021-09-30,,USD
MOMO,Hello Group Inc,2021-11-30,2021-09-30,0.31,CNY
MORN,Morningstar Inc,2022-02-16,2021-12-31,,USD
MOS,Mosaic Company,2022-02-15,2021-12-31,1.93,USD
MPAA,Motorcar Parts of America Inc,2022-02-07,2021-12-31,0.31,USD
MPB,Mid Penn Bancorp Inc,2022-01-26,2021-12-31,0.18,USD
MPC,Marathon Petroleum Corp,2022-01-31,2021-12-31,0.59,USD
MPLX,MPLX LP,2022-01-31,2021-12-31,0.75,USD
MPW,Medical Properties Trust Inc,2022-02-02,2021-12-31,0.31,USD
MPWR,Monolithic Power System Inc,2022-02-02,2021-12-31,1.87,USD
MPX,Marine Products Corp,2022-01-25,2021-12-31,,USD
MRAM,Everspin Technologies Inc,2022-02-23,2021-12-31,0.12,USD
MRBK,Meridian Corp,2022-01-31,2021-12-31,0.97,USD
MRC,MRC Global Inc,2022-02-09,2021-12-31,-0.02,USD
MRCBF,MRCBF,2022-02-23,2021-12-31,,USD
MRCY,Mercury Systems Inc,2022-01-31,2021-12-31,0.41,USD
MRIN,Marin Software Inc,2022-02-23,2021-12-31,,USD
MRK,Merck & Co Inc,2022-02-03,2021-12-31,1.61,USD
MRLN,Marlin Business Services Corp,2022-01-26,2021-12-31,,USD
MRNA,Moderna Inc,2022-02-23,2021-12-31,8.47,USD
MRO,Marathon Oil Corporation,2022-02-21,2021-12-31,0.51,USD
MRSN,Mersana Therapeutics Inc,2022-02-24,2021-12-31,-0.67,USD
MRTN,Marten Transport Ltd,2022-01-24,2021-12-31,0.26,USD
MRTX,Mirati Therapeutics Inc,2022-02-23,2021-12-31,-2.99,USD
MRVL,Marvell Technology Inc,2021-12-02,2021-11-30,0.38,USD
MS,Morgan Stanley,2022-01-18,2021-12-31,1.86,USD
MSA,MSA Safety Inc,2022-02-16,2021-12-31,1.23,USD
MSB,Mesabi Trust,2021-12-07,2021-10-31,,USD
